Date,Open,High,Low,Close,Volume,Stock,MA20,Daily_Return,Quantity,Investment_Value
2026-05-11,3890.0,3890.0,3800.0,3820.0,31597700,BBNI,3782.5,-1.0362694300518172,80,305600.0
2026-05-12,3820.0,3910.0,3770.0,3910.0,44682300,BBNI,3794.0,2.3560209424083878,80,312800.0
2026-05-13,3890.0,3890.0,3820.0,3870.0,24634300,BBNI,3800.5,-1.0230179028132946,80,309600.0
2024-01-02,4506.74663150468,4526.68798828125,4486.805274728111,4526.68798828125,91143100,BBRI,,,150,679003.1982421875
2024-01-03,4486.804635184152,4506.745989118303,4466.86328125,4466.86328125,83659700,BBRI,,-1.32159996858906,150,670029.4921875
2024-01-04,4466.863486842105,4546.62890625,4446.922131990132,4546.62890625,92683500,BBRI,,1.785718970509409,150,681994.3359375
2024-01-05,4566.570363451087,4666.277139945652,4546.629008152174,4586.51171875,134929600,BBRI,,0.8771952433851649,150,687976.7578125
2024-01-08,4586.511458333333,4626.394166666667,4486.8046875,4486.8046875,152015000,BBRI,,-2.1739185979268383,150,673020.703125
2024-01-09,4486.804841694079,4546.62890625,4486.804841694079,4546.62890625,105666200,BBRI,,1.333336815767061,150,681994.3359375
2024-01-10,4486.804841694079,4546.62890625,4486.804841694079,4546.62890625,82626400,BBRI,,0.0,150,681994.3359375
2024-01-11,4586.51171875,4626.394429347826,4546.629008152174,4586.51171875,116804400,BBRI,,0.8771952433851649,150,687976.7578125
2024-01-12,4626.394631410257,4666.27734375,4606.453275240385,4666.27734375,109715700,BBRI,,1.739134878341475,150,699941.6015625
2024-01-15,4666.276803078058,4706.159510796674,4606.452741500134,4646.33544921875,115126700,BBRI,,-0.4273619646281923,150,696950.3173828125
2024-01-16,4646.33544921875,4686.218156937366,4606.452741500134,4646.33544921875,97074300,BBRI,,0.0,150,696950.3173828125
2024-01-17,4646.335343530168,4646.335343530168,4586.5112833130415,4606.45263671875,107941600,BBRI,,-0.8583713538527715,150,690967.8955078125
2024-01-18,4626.394429347826,4626.394429347826,4546.629008152174,4586.51171875,87259100,BBRI,,-0.43289098013942207,150,687976.7578125
2024-01-19,4586.511335701778,4626.39404296875,4546.628628434806,4626.39404296875,75370700,BBRI,,0.8695567931443104,150,693959.1064453125
2024-01-22,4606.45263671875,4626.393990124459,4546.628576501624,4606.45263671875,97545600,BBRI,,-0.4310356200701748,150,690967.8955078125
2024-01-23,4546.62890625,4586.511615953948,4506.7461965460525,4546.62890625,122999700,BBRI,,-1.298694140299761,150,681994.3359375
2024-01-24,4526.687448147124,4546.628802544248,4446.922030558629,4506.74609375,104225000,BBRI,,-0.8771952433851649,150,676011.9140625
2024-01-25,4446.921768947964,4506.74582861991,4407.0390625,4407.0390625,120478800,BBRI,,-2.2123951333374414,150,661055.859375
2024-01-26,4347.214789746544,4367.156141993088,4307.332085253456,4327.2734375,185244400,BBRI,,-1.8099595639787913,150,649091.015625
2024-01-29,4307.332399103139,4446.921875,4307.332399103139,4446.921875,145629600,BBRI,4545.63173828125,2.7649844463982998,150,667038.28125
2024-01-30,4407.039270833333,4506.746041666666,4367.1565625,4486.8046875,150513700,BBRI,4543.6375732421875,0.8968633499998324,150,673020.703125
2024-01-31,4566.570261101973,4606.452970805921,4526.687551398026,4546.62890625,245117200,BBRI,4547.6258544921875,1.333336815767061,150,681994.3359375
2024-02-01,4606.453074048914,4626.394429347826,4566.570363451087,4586.51171875,156633900,BBRI,4549.6199951171875,0.8771952433851649,150,687976.7578125
2024-02-02,4626.394631410257,4666.27734375,4586.511919070513,4666.27734375,177209700,BBRI,4553.6082763671875,1.739134878341475,150,699941.6015625
