Date,Open,High,Low,Close,Volume,Stock
2024-01-17,8756.2734375,8756.2734375,8666.465504807693,8756.2734375,107706100,BBCA
2024-01-17,4514.7886402027025,4534.943946632179,4414.012108055321,4474.47802734375,61481200,BBNI
2024-01-17,4646.335343530168,4646.335343530168,4586.5112833130415,4606.45263671875,107941600,BBRI
2024-01-17,5078.3212890625,5156.149967822078,5058.864119372605,5078.3212890625,80929000,BMRI
2024-01-18,8688.9169921875,8756.272937863372,8644.013028403586,8688.9169921875,71048900,BBCA
2024-01-18,4474.47802734375,4514.7886402027025,4414.012108055321,4474.47802734375,33241700,BBNI
2024-01-18,4626.394429347826,4626.394429347826,4546.629008152174,4586.51171875,87259100,BBRI
2024-01-18,5078.3212890625,5097.778458752395,5039.406949682711,5078.3212890625,78209900,BMRI
2024-01-19,8778.726565036526,8778.726565036526,8621.562662337663,8644.0146484375,63176500,BBCA
2024-01-19,4494.63340065696,4494.63340065696,4414.0121737393465,4434.16748046875,29776100,BBNI
2024-01-19,4586.511335701778,4626.39404296875,4546.628628434806,4626.39404296875,75370700,BBRI
2024-01-19,5058.864119372605,5078.3212890625,5000.492610302921,5078.3212890625,74814000,BMRI
2024-01-22,8621.562662337663,8666.466634537337,8554.20670403815,8644.0146484375,52868300,BBCA
2024-01-22,4454.322265625,4514.788178733032,4393.856352516968,4454.322265625,30949600,BBNI
2024-01-22,4606.45263671875,4626.393990124459,4546.628576501624,4606.45263671875,97545600,BBRI
2024-01-22,5058.8642578125,5097.778598257211,5019.949917367789,5058.8642578125,96993100,BMRI
2024-01-23,8486.849624633789,8621.5615234375,8486.849624633789,8621.5615234375,92348600,BBCA
2024-01-23,4454.322391633064,4454.322391633064,4333.390561995968,4373.701171875,48824300,BBNI
2024-01-23,4546.62890625,4586.5116159539475,4506.7461965460525,4546.62890625,122999700,BBRI
2024-01-23,5078.321428034856,5097.778598257211,5019.949917367789,5058.8642578125,77037800,BMRI
2024-01-24,8621.562007874016,8621.562007874016,8509.30208589649,8554.2060546875,84906000,BBCA
2024-01-24,4393.856414098173,4434.167023401827,4353.54580479452,4414.01171875,42436800,BBNI
2024-01-24,4526.687448147124,4546.628802544248,4446.922030558629,4506.74609375,104225000,BBRI
2024-01-24,5019.950477600098,5039.4076499938965,4942.121788024902,4981.0361328125,97290600,BMRI
2024-01-25,8486.849938322368,8599.109858141446,8486.849938322368,8531.75390625,63212700,BBCA
2024-01-25,4434.167118778935,4454.322423864294,4353.5458984375,4353.5458984375,47955600,BBNI
2024-01-25,4446.921768947964,4506.74582861991,4407.0390625,4407.0390625,120478800,BBRI
2024-01-25,4922.663850457545,4981.035358565737,4864.292342349352,4883.74951171875,99094100,BMRI
2024-01-26,8441.94596006016,8486.84992793282,8352.13802431484,8397.0419921875,78977300,BBCA
2024-01-26,4353.545866935484,4373.701171875,4313.235257056452,4373.701171875,30545600,BBNI
2024-01-26,4347.214789746544,4367.156141993088,4307.332085253456,4327.2734375,185244400,BBRI
2024-01-26,4864.292689732143,4922.664202008928,4844.835518973215,4903.20703125,77236800,BMRI
2024-01-29,8441.947255399215,8576.6591796875,8419.495268017834,8576.6591796875,73452800,BBCA
2024-01-29,4393.856769373599,4494.63330078125,4393.856769373599,4494.63330078125,63056100,BBNI
2024-01-29,4307.332399103139,4446.921875,4307.332399103139,4446.921875,145629600,BBRI
2024-01-29,4942.121372767857,5039.4072265625,4883.749860491072,5039.4072265625,124753000,BMRI
2024-01-30,8531.753916369818,8666.4658203125,8509.301932379372,8666.4658203125,73136400,BBCA
2024-01-30,4494.633203557108,4575.254426939297,4474.477897711559,4555.09912109375,55020500,BBNI
2024-01-30,4407.039270833333,4506.746041666666,4367.1565625,4486.8046875,150513700,BBRI
2024-01-30,5039.4072265625,5214.521763392857,5019.950055803572,5175.607421875,123330900,BMRI
2024-01-31,8711.371103975785,8711.371103975785,8576.6591796875,8576.6591796875,102581200,BBCA
2024-01-31,4595.409604279891,4676.030825407609,4575.254298997962,4635.72021484375,70045600,BBNI
2024-01-31,4566.570261101973,4606.452970805921,4526.687551398026,4546.62890625,245117200,BBRI
2024-01-31,5175.607421875,5214.521763392857,5175.607421875,5175.607421875,128185000,BMRI
2024-02-01,8666.466147511275,8733.822102025611,8599.110192996939,8711.3701171875,104208700,BBCA
2024-02-01,4635.720246827238,4635.720246827238,4555.099025143286,4615.56494140625,49179400,BBNI
2024-02-01,4606.453074048914,4626.394429347826,4566.570363451087,4586.51171875,156633900,BBRI
2024-02-01,5117.235979618918,5156.150321669252,5058.864466543417,5097.77880859375,168145800,BMRI
2024-02-02,8778.726071701836,8801.178056539948,8644.014162673164,8711.3701171875,99324000,BBCA
2024-02-02,4635.720183137176,4696.186098569399,4635.720183137176,4655.87548828125,44074200,BBNI
2024-02-02,4626.394631410257,4666.27734375,4586.511919070513,4666.27734375,177209700,BBRI
2024-02-02,5156.150112652153,5195.064453125,5136.692942415731,5195.064453125,120116200,BMRI
2024-02-05,8688.918292570985,8688.918292570985,8554.206381058257,8599.1103515625,57983300,BBCA
2024-02-05,4655.875520125679,4696.186130689538,4615.564909561821,4635.72021484375,47096400,BBNI
2024-02-05,4626.393990124459,4646.335343530168,4586.5112833130415,4606.45263671875,113760000,BBRI
2024-02-05,5214.521763392857,5409.093470982143,5195.064592633928,5311.8076171875,150535100,BMRI
2024-02-06,8756.274578936687,8756.274578936687,8644.0146484375,8644.0146484375,87651000,BBCA
2024-02-06,4655.87548828125,4696.186098569399,4635.720183137176,4655.87548828125,41834000,BBNI
2024-02-06,4706.159510796674,4706.159510796674,4626.394095359442,4646.33544921875,126704300,BBRI
2024-02-06,5311.8074781877285,5389.636159186816,5272.893137688185,5331.2646484375,90146000,BMRI
2024-02-07,8711.3701171875,8733.822102025611,8666.466147511275,8711.3701171875,92953500,BBCA
2024-02-07,4655.875520125679,4696.186130689538,4635.72021484375,4635.72021484375,39906900,BBNI
2024-02-07,4666.27734375,4706.160056089744,4646.335987580129,4666.27734375,147005300,BBRI
2024-02-07,5350.722234712231,5409.09375,5331.26506294964,5409.09375,88745500,BMRI
2024-02-12,8756.274737922513,8801.1787109375,8711.370764907526,8801.1787109375,87949400,BBCA
2024-02-12,4655.875272863052,4837.273010766807,4635.719968651523,4796.96240234375,64615800,BBNI
2024-02-12,4686.218565628242,4805.86669921875,4666.277210029823,4805.86669921875,171514600,BBRI
2024-02-12,5564.750766807879,5603.665107834508,5486.922084754622,5525.83642578125,162771300,BMRI
2024-02-13,8756.274250883676,8801.178221401029,8711.370280366324,8733.822265625,66072400,BBCA
2024-02-13,4817.118297041224,4817.118297041224,4716.341763630319,4736.4970703125,74976200,BBNI
2024-02-13,4825.807511393229,4825.807511393229,4746.042097981771,4785.9248046875,145852200,BBRI
2024-02-13,5525.836848031583,5545.294020031694,5467.46533203125,5467.46533203125,102668900,BMRI
2024-02-15,8935.889970653552,8958.34195550444,8846.08203125,8846.08203125,164748900,BBCA
2024-02-15,4958.2052734375,5018.67119140625,4837.2734375,4837.2734375,128792500,BBNI
2024-02-15,5005.279962531888,5005.279962531888,4865.690481505102,4885.6318359375,308685100,BBRI
2024-02-15,5681.494215223524,5739.865731133355,5564.751183403863,5603.66552734375,220530000,BMRI
2024-02-16,8958.341632478801,8980.7936165201,8868.5336963136,8935.8896484375,142277200,BBCA
2024-02-16,4857.428743489583,4938.049967447917,4837.2734375,4837.2734375,62601000,BBNI
2024-02-16,4905.57275390625,4945.45545922256,4885.631401248094,4905.57275390625,130814400,BBRI
2024-02-16,5739.865731133355,5759.322903103299,5603.66552734375,5603.66552734375,142022100,BMRI
2024-02-19,8890.985185917722,8958.341134295886,8823.629237539557,8868.533203125,53341300,BBCA
2024-02-19,4857.428910405585,4877.584217087766,4736.4970703125,4736.4970703125,67950100,BBNI
2024-02-19,4885.631783907531,4925.514492347593,4845.749075467469,4865.6904296875,111382900,BBRI
2024-02-19,5564.75048828125,5700.950675057365,5545.293318741805,5564.75048828125,83753500,BMRI
2024-02-20,8846.081237336346,9003.2451171875,8846.081237336346,9003.2451171875,63997700,BBCA
2024-02-20,4756.651703514004,4857.42822265625,4756.651703514004,4857.42822265625,37554100,BBNI
2024-02-20,4925.514421735492,5025.22119140625,4925.514421735492,5025.22119140625,160872600,BBRI
2024-02-20,5642.57916643903,5642.57916643903,5564.75048828125,5564.75048828125,87312000,BMRI
2024-02-21,8935.888838306704,8980.792802318296,8846.080910283521,8958.3408203125,75371600,BBCA
2024-02-21,4857.428743489583,4877.584049479166,4776.80751953125,4837.2734375,54476400,BBNI
2024-02-21,5045.162545340402,5085.045253208706,4965.397129603795,5025.22119140625,168423000,BBRI
2024-02-21,5545.293734846444,5642.57958984375,5506.379392847522,5642.57958984375,128063900,BMRI
2024-02-22,8958.341134295886,8958.341134295886,8868.533203125,8868.533203125,66913000,BBCA
2024-02-22,4837.273010766807,4857.428314978335,4756.651793920693,4796.96240234375,37676100,BBNI
2024-02-22,4985.33837890625,5025.2210859375,4965.397025390625,4985.33837890625,100256000,BBRI
2024-02-22,5584.207937321193,5603.665107834508,5525.83642578125,5525.83642578125,85735800,BMRI
2024-02-23,8890.984852099236,8913.436834048982,8801.176924300255,8823.62890625,55192300,BBCA
2024-02-23,4837.273073358051,4837.273073358051,4696.185942051774,4756.65185546875,50216600,BBNI
2024-02-23,4885.6318359375,4925.514544802296,4825.807772640306,4885.6318359375,148643000,BBRI
2024-02-23,5486.92236328125,5525.836706283245,5448.008020279256,5486.92236328125,109404700,BMRI
2024-02-26,8756.274737922513,8868.534670459981,8733.82275141502,8801.1787109375,41356000,BBCA
2024-02-26,4756.65185546875,4776.807159941075,4676.030637579449,4756.65185546875,27500000,BBNI
2024-02-26,4865.69010153087,4945.4555130313765,4845.748748655744,4925.51416015625,98920800,BBRI
2024-02-26,5409.093677277261,5506.379534782248,5409.093677277261,5486.92236328125,65407700,BMRI
2024-02-27,8756.273289161392,8890.985185917722,8756.273289161392,8868.533203125,43735800,BBCA
2024-02-27,4756.652213541666,4837.2734375,4716.3416015625,4837.2734375,38645200,BBNI
2024-02-27,4885.6318359375,4945.455899234694,4885.6318359375,4885.6318359375,99187500,BBRI
2024-02-27,5428.550710509607,5525.836565536661,5428.550710509607,5506.37939453125,58066100,BMRI
2024-02-28,8958.342934570313,8980.794921875,8890.98697265625,8980.794921875,54043100,BBCA
2024-02-28,4796.962857936715,4837.273470188285,4756.652245685146,4817.1181640625,27278600,BBNI
2024-02-28,4865.690206137048,4965.39697265625,4865.690206137048,4965.39697265625,97236700,BBRI
2024-02-28,5467.464776932566,5545.29345703125,5467.464776932566,5545.29345703125,49888400,BMRI
2024-02-29,8980.793117088608,8980.793117088608,8846.081220332278,8868.533203125,126671200,BBCA
2024-02-29,4817.118131510417,4837.2734375,4756.652213541666,4837.2734375,48736000,BBNI
2024-02-29,4905.573190369898,4945.455899234694,4885.6318359375,4885.6318359375,173774600,BBRI
2024-02-29,5545.293666294643,5564.750837053572,5448.0078125,5448.0078125,150713600,BMRI
2024-03-01,8890.984852099236,8913.436834048982,8801.176924300255,8823.62890625,51520600,BBCA
2024-03-01,4776.807159941075,4817.117768885725,4696.185942051774,4756.65185546875,71774400,BBNI
2024-03-01,4925.514544802296,4925.514544802296,4845.749127072704,4885.6318359375,76286400,BBRI
2024-03-01,5486.92250403136,5506.379676031472,5428.550988031027,5467.46533203125,90739400,BMRI
2024-03-04,8801.177403846154,8823.629387019231,8756.2734375,8756.2734375,43822900,BBCA
2024-03-04,4756.652376994681,4776.807683676861,4676.031150265958,4736.4970703125,35600700,BBNI
2024-03-04,4885.631678557593,4885.631678557593,4825.8076171875,4825.8076171875,70354900,BBRI
2024-03-04,5448.008160031139,5486.92250403136,5428.550988031027,5467.46533203125,44707200,BMRI
2024-03-05,8890.986656967474,8890.986656967474,8778.726724430007,8801.1787109375,61952900,BBCA
2024-03-05,4736.496550996425,4796.9624644134,4716.341246524099,4756.65185546875,49795500,BBNI
2024-03-05,4865.690481505102,4925.514544802296,4845.749127072704,4885.6318359375,115084600,BBRI
2024-03-05,5506.379676031472,5525.836848031583,5448.008160031139,5467.46533203125,92557200,BMRI
2024-03-06,8890.9856803549,8980.7936165201,8778.725760148398,8935.8896484375,70242200,BBCA
2024-03-06,4756.651793920693,4796.96240234375,4736.496489709165,4796.96240234375,28923100,BBNI
2024-03-06,4865.690634450604,4945.4560546875,4865.690634450604,4945.4560546875,84108800,BBRI
2024-03-06,5448.007881515018,5525.836565536661,5448.007881515018,5506.37939453125,74178100,BMRI
2024-03-07,9025.697757523149,9137.957679880401,8980.793788580248,9093.0537109375,118369300,BBCA
2024-03-07,4817.1181640625,4857.428776314069,4796.962857936715,4817.1181640625,47464200,BBNI
2024-03-07,4945.4556193524095,5005.279679263931,4945.4556193524095,4965.39697265625,117724700,BBRI
2024-03-07,5506.379255267936,5545.293596294565,5467.464914241307,5525.83642578125,94950400,BMRI
2024-03-08,9205.314785060036,9250.218759621306,9093.054848656866,9115.5068359375,100947200,BBCA
2024-03-08,4837.273309426229,4938.049836705943,4817.118003970287,4917.89453125,73185000,BBNI
2024-03-08,5005.279940867987,5104.986712598425,4985.3385865219,5065.10400390625,163060000,BBRI
2024-03-08,5564.750627055921,5584.207797080592,5525.836287006579,5545.29345703125,109032400,BMRI
2024-03-13,9340.026718750001,9340.026718750001,8980.794921875,8980.794921875,141622600,BBCA
2024-03-13,4917.89437437249,5038.826203250503,4917.89437437249,5018.6708984375,87861700,BBNI
2024-03-13,5065.104106903076,5144.869525909424,5065.104106903076,5104.98681640625,195173100,BBRI
2024-03-13,5642.579450574527,5662.03662109375,5564.750768497637,5662.03662109375,126022700,BMRI
2024-03-14,9025.698083762107,9272.669921875,9003.246098479116,9272.669921875,110681100,BBCA
2024-03-14,5018.6714879477895,5038.826795128302,4897.73964486471,4958.20556640625,88145400,BBNI
2024-03-14,5113.266915174034,5133.9684006605685,5009.759487741361,5092.5654296875,271254000,BBRI
2024-03-14,5642.579725110852,5759.32275390625,5623.122553644953,5759.32275390625,161193000,BMRI
2024-03-15,9160.410810498768,9250.218759621306,9025.698886814964,9115.5068359375,154176800,BBCA
2024-03-15,5026.202691439925,5026.202691439925,4836.136203108163,4899.49169921875,144447600,BBNI
2024-03-15,4968.356759937239,5030.4612194364545,4926.953786937762,4947.6552734375,305995800,BBRI
2024-03-15,5798.237096838048,5837.1514397698475,5662.036896576752,5759.32275390625,250581100,BMRI
2024-03-18,9137.958823218134,9227.76677234067,9115.5068359375,9115.5068359375,62444100,BBCA
2024-03-18,4920.610197922279,4983.965694032867,4899.49169921875,4899.49169921875,48979300,BBNI
2024-03-18,4968.3564453125,5051.162386067708,4947.6549601236975,4968.3564453125,110564700,BBRI
2024-03-18,5778.779715401785,5778.779715401785,5584.2080078125,5584.2080078125,105778200,BMRI
2024-03-19,9115.506022535319,9205.313963644041,9115.506022535319,9137.9580078125,55004800,BBCA
2024-03-19,4899.491519764957,4962.8470135550215,4899.491519764957,4941.728515625,34162200,BBNI
2024-03-19,4968.3564453125,5009.759415690104,4947.6549601236975,4968.3564453125,114338600,BBRI
2024-03-19,5642.579450574527,5720.408132651417,5623.122280055305,5662.03662109375,100836600,BMRI
2024-03-20,9070.60172646605,9115.50569540895,9048.149741994599,9093.0537109375,66269700,BBCA
2024-03-20,4941.7286693816495,4983.965666555851,4941.7286693816495,4962.84716796875,32725900,BBNI
2024-03-20,4968.356173155738,5051.162109375,4968.356173155738,5051.162109375,120885400,BBRI
2024-03-20,5767.53564453125,5767.53564453125,5726.631136414007,5767.53564453125,83416700,BMRI
2024-03-21,9137.957679880401,9182.861648823302,9025.697757523149,9093.0537109375,90279400,BBCA
2024-03-21,4983.965694032867,5005.084192736395,4899.49169921875,4899.49169921875,50976000,BBNI
2024-03-21,5113.266561539447,5133.968045594263,5051.162109375,5051.162109375,136020000,BBRI
2024-03-21,5808.4401526484935,5890.249168882979,5767.53564453125,5767.53564453125,81774800,BMRI
2024-03-22,8980.794593131188,9093.054525545329,8935.890620165532,9070.6025390625,91968200,BBCA
2024-03-22,4941.728515625,4962.8470135550215,4899.491519764957,4941.728515625,29927600,BBNI
2024-03-22,5009.759315210459,5071.86376953125,5009.759315210459,5071.86376953125,46529200,BBRI
2024-03-22,5726.631136414007,5787.987898589872,5685.726628296765,5767.53564453125,65219900,BMRI
2024-03-25,9256.654296875,9256.654296875,9118.838103869417,9256.654296875,66971000,BBCA
2024-03-25,5005.08447265625,5005.08447265625,4920.6104731177475,5005.08447265625,43514000,BBNI
2024-03-25,5175.37109375,5175.37109375,5071.863671875,5175.37109375,115729600,BBRI
2024-03-25,5931.1533203125,5931.1533203125,5726.630792025862,5931.1533203125,78212700,BMRI
2024-03-26,9233.68359375,9233.68359375,9141.80614505597,9233.68359375,65742700,BBCA
2024-03-26,5026.203125,5026.203125,4941.72912289916,5026.203125,29383900,BBNI
2024-03-26,5216.7744140625,5216.7744140625,5133.968470982143,5216.7744140625,120748400,BBRI
2024-03-26,5910.701382839721,5910.701382839721,5828.892367160279,5869.796875,74274300,BMRI
2024-03-27,9210.715565873139,9256.654296875,9187.746200372208,9256.654296875,39514100,BBCA
2024-03-27,5026.202972540876,5047.321472425501,4983.965972771624,5005.08447265625,19643200,BBNI
2024-03-27,5216.774062500001,5237.475546875,5154.669609375001,5175.37109375,73308900,BBRI
2024-03-27,5890.249128919861,5931.153636759582,5869.796875,5869.796875,46295700,BMRI
2024-03-28,9210.715565873139,9279.62366237593,9164.776834871278,9256.654296875,79229700,BBCA
2024-03-28,5026.202818789724,5026.202818789724,4941.728821835275,4983.9658203125,40077400,BBNI
2024-03-28,5051.162738894628,5133.968685433884,4989.058278990186,5009.759765625,288926900,BBRI
2024-03-28,5849.3443089978455,5931.1533203125,5828.892056169181,5931.1533203125,90900900,BMRI
2024-04-01,9256.653969701776,9279.623334390863,9026.960322810914,9049.9296875,79248700,BBCA
2024-04-01,4983.965241288717,4983.965241288717,4688.306286297014,4772.7802734375,100174400,BBNI
2024-04-01,4968.356902689874,4989.058389784414,4823.446493028086,4906.25244140625,217207800,BBRI
2024-04-01,5931.15382982337,5931.15382982337,5522.108738111413,5644.822265625,158358600,BMRI
2024-04-02,9118.837528113163,9141.806892163826,9003.990707859848,9095.8681640625,76763100,BBCA
2024-04-02,4751.6621628852745,4751.6621628852745,4582.714174871576,4624.951171875,121164600,BBNI
2024-04-02,4844.148209492016,4926.9541617910245,4657.834816819246,4699.23779296875,412180900,BBRI
2024-04-02,5644.822265625,5644.822265625,5481.204228940217,5644.822265625,135764900,BMRI
2024-04-03,8958.052411417322,9003.991141732284,8751.328125,8751.328125,177418400,BBCA
2024-04-03,4603.832728139671,4667.188224398475,4413.766239363263,4498.240234375,126994500,BBNI
2024-04-03,4616.431499565972,4699.237445746528,4575.028526475695,4657.83447265625,333518700,BBRI
2024-04-03,5685.726818352167,5685.726818352167,5460.7520161871535,5542.56103515625,115372600,BMRI
2024-04-04,8797.266675920051,9049.9296875,8797.266675920051,9049.9296875,75993500,BBCA
2024-04-04,4434.884409681659,4540.476895626461,4434.884409681659,4519.3583984375,163113100,BBNI
2024-04-04,4678.5359914679275,4761.3419382195725,4678.5359914679275,4719.93896484375,131936100,BBRI
2024-04-04,5522.108362926137,5665.274135298295,5522.108362926137,5624.36962890625,63174900,BMRI
2024-04-05,9141.806779778944,9141.806779778944,9026.9599609375,9026.9599609375,70428600,BBCA
2024-04-05,4498.240570644162,4540.477571307488,4477.1220703125,4477.1220703125,36818200,BBNI
2024-04-05,4657.834159378457,4719.938614836837,4657.834159378457,4678.53564453125,178817800,BBRI
2024-04-05,5583.46533203125,5644.8220939217035,5583.46533203125,5583.46533203125,46111500,BMRI
2024-04-16,8590.54185562335,8797.26612487632,8498.664402622033,8705.388671875,283265900,BBCA
2024-04-16,4287.054973895733,4477.121450570913,4265.93647648738,4392.6474609375,164123600,BBNI
2024-04-16,4450.819650810456,4616.431544794101,4430.1181640625,4430.1181640625,600717500,BBRI
2024-04-16,5194.872379864387,5501.656181824882,5153.96787293632,5419.84716796875,180012400,BMRI
2024-04-17,8774.29749015748,8889.144315944883,8751.328125,8751.328125,95620700,BBCA
2024-04-17,4434.884765625,4519.3587611607145,4434.884765625,4434.884765625,68948000,BBNI
2024-04-17,4533.625743937942,4554.327231353184,4388.71533203125,4388.71533203125,244002000,BBRI
2024-04-17,5481.203928360849,5542.560688752948,5419.84716796875,5419.84716796875,83840200,BMRI
2024-04-18,8751.32739837566,8797.26612487632,8682.41930862467,8705.388671875,127134000,BBCA
2024-04-18,4434.8850696491745,4519.3590709758255,4434.8850696491745,4477.1220703125,57785900,BBNI
2024-04-18,4388.714611872146,4554.326484018265,4388.714611872146,4533.625,247410700,BBRI
2024-04-18,5563.01318359375,5644.822200999541,5501.656420539407,5563.01318359375,106893900,BMRI
2024-04-19,8590.54185562335,8728.35803512533,8544.603129122692,8705.388671875,147784300,BBCA
2024-04-19,4434.884611430921,4456.0031095805925,4371.529116981908,4413.76611328125,52519300,BBNI
2024-04-19,4430.118131664692,4450.8196182612555,4347.312185278436,4368.013671875,258211500,BBRI
2024-04-19,5501.65625,5563.013011152416,5440.299488847583,5501.65625,47943300,BMRI
2024-04-22,8636.48071941845,8659.450083033924,8590.5419921875,8590.5419921875,128908000,BBCA
2024-04-22,4434.884409681659,4519.3583984375,4350.410420925818,4519.3583984375,62509300,BBNI
2024-04-22,4305.909382370283,4409.416819446492,4264.5064075397995,4388.71533203125,342282800,BBRI
2024-04-22,5624.369772304833,5624.369772304833,5378.942727695167,5501.65625,121727900,BMRI
2024-04-23,8636.481262050129,8981.021737929788,8636.481262050129,8935.0830078125,178833000,BBCA
2024-04-23,4540.477260044643,4582.7142578125,4434.884765625,4434.884765625,45322700,BBNI
2024-04-23,4430.118306861734,4471.521281692217,4326.610869785525,4388.71533203125,281403100,BBRI
2024-04-23,5603.9175859947345,5665.274347885188,5501.656316177312,5583.46533203125,106699200,BMRI
2024-04-24,9026.95982353172,9141.806640625,8958.051733275754,9141.806640625,132832700,BBCA
2024-04-24,4477.1220703125,4519.3590709758255,4392.648068985849,4477.1220703125,44771200,BBNI
2024-04-24,4347.311836498206,4430.117776241029,4264.505896755382,4326.6103515625,471241400,BBRI
2024-04-24,5665.2743742381435,5767.53564453125,5644.822120179521,5767.53564453125,117586500,BMRI
2024-04-25,9187.746763107418,9187.746763107418,8912.114360214195,8981.0224609375,104874100,BBCA
2024-04-25,4477.1220703125,4498.240570644162,4413.766569317511,4477.1220703125,35922300,BBNI
2024-04-25,4243.804860531705,4305.90932190534,4181.7003991580705,4264.50634765625,479170900,BBRI
2024-04-25,5767.5360730946495,5787.988328672999,5665.2747952029,5685.72705078125,111803500,BMRI
2024-04-26,8912.113169642857,9026.959988839286,8843.205078125,8843.205078125,100932900,BBCA
2024-04-26,4392.647641080097,4456.003135903368,4308.173647982403,4350.41064453125,80482400,BBNI
2024-04-26,4181.700431871118,4223.103406444099,3999.52734375,3999.52734375,782589900,BBRI
2024-04-26,5726.6314380787035,5747.083693214699,5522.10888671875,5522.10888671875,125875000,BMRI
2024-04-29,8751.328192263234,9049.92994160555,8751.328192263234,9003.9912109375,90063500,BBCA
2024-04-29,4329.292120682566,4413.76611328125,4265.9366262335525,4413.76611328125,41068600,BBNI
2024-04-29,3891.8793453960297,4049.210638082252,3875.3181566922167,3949.843505859375,700644800,BBRI
2024-04-29,5440.2991489451715,5685.726178220893,5440.2991489451715,5665.27392578125,77938400,BMRI
2024-04-30,9233.684864277742,9233.684864277742,9003.9912109375,9003.9912109375,109623000,BBCA
